pin_code,state,district,flood_hazard_pct,flood_occurrence_pct,twi_pct,water_prox_pct,rainfall_score,flood_trend_raw,flood_hazard_pct_norm,flood_occurrence_pct_norm,twi_pct_norm,water_prox_pct_norm,rainfall_score_norm,flood_trend_norm,method,flood_score,flood_risk_level,weight_scheme,is_coastal,coastal_adjustment,flood_score_raw
392135,Gujarat,Bharuch,100.0,0.0,68.0,100.0,30.38,0.2529510961214165,99.29,38.61,79.28,100.0,30.38,0.41,polygon,59.2365,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,52.2365
392140,Gujarat,Bharuch,59.0,4.0,68.0,100.0,21.16,5.1990673982658855,84.83,93.49,79.28,100.0,21.16,8.44,polygon,65.924,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,58.924
392150,Gujarat,Bharuch,80.0,0.0,68.0,100.0,16.05,0.1050879695672848,90.39,38.61,79.28,100.0,16.05,0.17,polygon,55.692,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,48.692
392155,Gujarat,Bharuch,0.0,57.0,0.0,100.0,15.65,3.9506485084306098,15.94,99.89,5.79,100.0,15.65,6.41,polygon,44.19299999999999,Medium,ipcc_15x5_25trend_inform_coastal+7,True,7.0,37.19299999999999
392160,Gujarat,Bharuch,9.0,4.0,68.0,100.0,26.57,0.649629340616465,59.33,93.49,79.28,100.0,26.57,1.05,polygon,61.063,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,54.063
392165,Gujarat,Bharuch,94.0,14.0,68.0,100.0,25.8,11.091590920379476,95.24,97.74,79.28,100.0,25.8,18.0,polygon,71.209,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,64.209
392170,Gujarat,Bharuch,73.0,0.0,68.0,100.0,22.5,0.2302223371251292,88.56,38.61,79.28,100.0,22.5,0.37,polygon,56.435,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,49.435
392180,Gujarat,Bharuch,89.0,0.0,68.0,100.0,21.12,0.6209305078726175,93.24,38.61,79.28,100.0,21.12,1.01,polygon,57.09,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,50.09
392210,Gujarat,Bharuch,13.0,1.0,68.0,100.0,25.72,0.1426729694886119,64.26,82.43,79.28,100.0,25.72,0.23,polygon,59.81099999999999,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,52.81099999999999
392215,Gujarat,Bharuch,14.0,6.0,68.0,100.0,24.05,0.4264448336252189,65.25,95.26,79.28,100.0,24.05,0.69,polygon,61.7485,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,54.7485
392220,Gujarat,Bharuch,22.0,3.0,68.0,100.0,19.89,0.4089789214344374,71.47,91.98,79.28,100.0,19.89,0.66,polygon,61.55799999999999,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,54.55799999999999
392230,Gujarat,Bharuch,0.0,0.0,68.0,100.0,22.18,0.0353571428571428,15.94,38.61,79.28,100.0,22.18,0.06,polygon,45.4165,Medium,ipcc_15x5_25trend_inform_coastal+7,True,7.0,38.4165
392240,Gujarat,Bharuch,0.0,0.0,68.0,100.0,19.86,0.019438444924406,15.94,38.61,79.28,100.0,19.86,0.03,polygon,45.061,Medium,ipcc_15x5_25trend_inform_coastal+7,True,7.0,38.061
392310,Gujarat,Vadodara,0.0,0.0,68.0,100.0,21.14,0.0132865379794434,15.94,38.61,79.28,100.0,21.14,0.02,polygon,38.2505,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,38.2505
393001,Gujarat,Bharuch,11.0,2.0,68.0,100.0,24.2,0.227902272019919,62.19,89.36,79.28,100.0,24.2,0.37,polygon,60.347,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,53.347
393002,Gujarat,Bharuch,20.0,0.0,68.0,100.0,24.2,0.1289819269275776,70.19,38.61,79.28,100.0,24.2,0.21,polygon,53.89450000000001,High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,46.89450000000001
393010,Gujarat,Bharuch,76.0,2.0,68.0,100.0,26.99,0.3134783492579792,89.34,89.36,79.28,100.0,26.99,0.51,polygon,64.87299999999999,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,57.873
393017,Gujarat,Bharuch,59.0,1.0,68.0,100.0,24.09,0.0220102714600146,84.83,82.43,79.28,100.0,24.09,0.04,polygon,62.6045,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,55.6045
393020,Gujarat,Bharuch,65.0,1.0,68.0,100.0,25.69,0.7406187507352077,86.68,82.43,79.28,100.0,25.69,1.2,polygon,63.41199999999999,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,56.41199999999999
393025,Gujarat,Narmada,21.0,8.0,68.0,100.0,21.64,0.2267987486965589,70.88,96.2,79.28,100.0,21.64,0.37,polygon,55.2925,Very High,ipcc_15x5_25trend_inform_coastal+7,False,0.0,55.2925
393030,Gujarat,Bharuch,41.0,0.0,68.0,100.0,28.66,0.0837508947745168,79.56,38.61,79.28,100.0,28.66,0.14,polygon,55.9515,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,48.9515
393040,Gujarat,Narmada,1.0,1.0,68.0,73.0,23.77,0.0192246036929288,35.89,82.43,79.28,73.0,23.77,0.03,polygon,44.163,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,44.163
393041,Gujarat,Narmada,0.0,0.0,68.0,86.0,34.0,0.0186609323176732,15.94,38.61,79.28,86.0,34.0,0.03,polygon,38.082,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,38.082
393050,Gujarat,Narmada,16.0,10.0,68.0,87.0,31.35,0.1060626044139629,66.96,96.92,79.28,87.0,31.35,0.17,polygon,54.269,High,ipcc_15x5_25trend_inform_coastal+7,False,0.0,54.269
393105,Gujarat,Bharuch,33.0,4.0,68.0,100.0,19.89,0.5644554069842919,76.6,93.49,79.28,100.0,19.89,0.92,polygon,62.61899999999999,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,55.61899999999999
393110,Gujarat,Bharuch,0.0,0.0,68.0,100.0,25.56,0.1351156069364162,15.94,38.61,79.28,100.0,25.56,0.22,polygon,45.9635,Medium,ipcc_15x5_25trend_inform_coastal+7,True,7.0,38.9635
393115,Gujarat,Bharuch,11.0,1.0,68.0,99.0,24.93,0.3458128619658002,62.19,82.43,79.28,99.0,24.93,0.56,polygon,59.3145,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,52.3145
393120,Gujarat,Bharuch,8.0,0.0,68.0,96.0,23.27,0.0433445061756738,57.85,38.61,79.28,96.0,23.27,0.07,polygon,51.26899999999999,High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,44.26899999999999
393125,Gujarat,Bharuch,0.0,0.0,68.0,100.0,44.05,0.0077230855122359,15.94,38.61,79.28,100.0,44.05,0.01,polygon,48.6845,High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,41.6845
393130,Gujarat,Bharuch,1.0,0.0,68.0,100.0,34.28,0.0118712902218056,35.89,38.61,79.28,100.0,34.28,0.02,polygon,50.214000000000006,High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,43.214000000000006
393135,Gujarat,Bharuch,0.0,0.0,68.0,100.0,39.63,0.0890750489951197,15.94,38.61,79.28,100.0,39.63,0.14,polygon,48.054,High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,41.054
393140,Gujarat,Bharuch,9.0,3.0,68.0,88.0,27.85,0.0503134346703814,59.33,91.98,79.28,88.0,27.85,0.08,polygon,58.986,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,51.986
393145,Gujarat,Narmada,12.0,2.0,68.0,93.0,27.03,0.0532627715419743,63.3,89.36,79.28,93.0,27.03,0.09,polygon,52.818,High,ipcc_15x5_25trend_inform_coastal+7,False,0.0,52.818
393150,Gujarat,Narmada,13.0,1.0,68.0,100.0,27.03,0.0411741304842009,64.26,82.43,79.28,100.0,27.03,0.07,polygon,52.9675,High,ipcc_15x5_25trend_inform_coastal+7,False,0.0,52.9675
393151,Gujarat,Narmada,16.0,10.0,68.0,99.0,22.74,8.203971699630166,66.96,96.92,79.28,99.0,22.74,13.31,polygon,58.06250000000001,Very High,ipcc_15x5_25trend_inform_coastal+7,False,0.0,58.06250000000001
393155,Gujarat,Narmada,12.0,7.0,68.0,90.0,23.9,6.113919355693319,63.3,95.79,79.28,90.0,23.9,9.92,polygon,55.3205,Very High,ipcc_15x5_25trend_inform_coastal+7,False,0.0,55.3205
394101,Gujarat,Surat,17.0,1.0,68.0,100.0,30.41,0.104002624671916,67.77,82.43,79.28,100.0,30.41,0.17,polygon,61.026,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,54.026
394105,Gujarat,Surat,18.0,7.0,68.0,100.0,30.33,2.0860465116279068,68.59,95.79,79.28,100.0,30.33,3.39,polygon,63.946000000000005,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,56.946000000000005
394107,Gujarat,Surat,15.0,4.0,68.0,100.0,30.7,1.0478309232480534,66.15,93.49,79.28,100.0,30.7,1.7,polygon,62.86799999999999,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,55.86799999999999
394110,Gujarat,Surat,17.0,0.0,68.0,100.0,29.21,0.112318994437131,67.77,38.61,79.28,100.0,29.21,0.18,polygon,54.27550000000001,High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,47.27550000000001
394111,Gujarat,Surat,65.0,0.0,69.0,100.0,34.47,0.0364250844911753,86.68,38.61,96.48,100.0,34.47,0.06,polygon,60.451,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,53.451
394112,Gujarat,Surat,0.0,0.0,68.0,100.0,29.21,0.0557463138759846,15.94,38.61,79.28,100.0,29.21,0.09,polygon,46.4785,Medium,ipcc_15x5_25trend_inform_coastal+7,True,7.0,39.4785
394115,Gujarat,Bharuch,0.0,0.0,69.0,100.0,34.47,0.1354950781702374,15.94,38.61,96.48,100.0,34.47,0.22,polygon,49.88,High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,42.88
394116,Gujarat,,1.0,0.0,68.0,100.0,34.39,0.2725267993874425,35.89,38.61,79.28,100.0,34.39,0.44,polygon,50.3355,High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,43.3355
394120,Gujarat,Bharuch,27.0,0.0,68.0,100.0,34.47,0.1716323961393202,73.95,38.61,79.28,100.0,34.47,0.28,polygon,56.01649999999999,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,49.01649999999999
394125,Gujarat,Surat,0.0,0.0,68.0,100.0,34.47,0.2094400270681779,15.94,38.61,79.28,100.0,34.47,0.34,polygon,47.33,Medium,ipcc_15x5_25trend_inform_coastal+7,True,7.0,40.33
394130,Gujarat,Surat,12.0,0.0,68.0,100.0,30.26,0.1252227029778569,63.3,38.61,79.28,100.0,30.26,0.2,polygon,53.7675,High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,46.7675
394140,Gujarat,Surat,52.0,0.0,68.0,100.0,29.49,0.142483497322207,83.07,38.61,79.28,100.0,29.49,0.23,polygon,56.62499999999999,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,49.62499999999999
394150,Gujarat,Surat,38.0,3.0,68.0,100.0,29.53,0.7406426766157179,78.44,91.98,79.28,100.0,29.53,1.2,polygon,64.18449999999999,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,57.18449999999999
394155,Gujarat,Surat,3.0,0.0,68.0,100.0,28.01,0.1579271421241662,46.18,38.61,79.28,100.0,28.01,0.26,polygon,50.877,High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,43.877
394160,Gujarat,Surat,16.0,2.0,68.0,100.0,32.52,0.0163256227758007,66.96,89.36,79.28,100.0,32.52,0.03,polygon,62.2255,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,55.2255
394163,Gujarat,Surat,28.0,1.0,68.0,100.0,36.09,0.0449816112909816,74.41,82.43,79.28,100.0,36.09,0.07,polygon,62.849,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,55.849
394170,Gujarat,Surat,5.0,0.0,68.0,100.0,28.01,0.1889763779527559,51.98,38.61,79.28,100.0,28.01,0.31,polygon,51.7595,High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,44.7595
394180,Gujarat,Surat,25.0,1.0,68.0,100.0,29.53,0.20304,73.07,82.43,79.28,100.0,29.53,0.33,polygon,61.729,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,54.729
394185,Gujarat,Surat,13.0,1.0,68.0,100.0,29.53,0.2333535721513863,64.26,82.43,79.28,100.0,29.53,0.38,polygon,60.42,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,53.42
394190,Gujarat,Surat,16.0,2.0,69.0,100.0,29.53,0.0090163934426229,66.96,89.36,96.48,100.0,29.53,0.01,polygon,64.352,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,57.352
394210,Gujarat,Surat,5.0,0.0,69.0,100.0,29.9,0.3757818765036086,51.98,38.61,96.48,100.0,29.9,0.61,polygon,54.698,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,47.698
394221,Gujarat,Surat,6.0,0.0,68.0,100.0,30.7,0.0220820189274447,54.23,38.61,79.28,100.0,30.7,0.04,polygon,52.43299999999999,High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,45.43299999999999
394230,Gujarat,Surat,43.0,1.0,68.0,100.0,35.16,2.703099254609651,80.24,82.43,79.28,100.0,35.16,4.39,polygon,64.664,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,57.664
394235,Gujarat,Surat,42.0,0.0,68.0,100.0,35.73,0.4262683736367947,79.9,38.61,79.28,100.0,35.73,0.69,polygon,57.2005,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,50.2005
394240,Gujarat,Surat,20.0,0.0,66.0,100.0,39.07,0.0332612222823147,70.19,38.61,51.2,100.0,39.07,0.05,polygon,51.873000000000005,High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,44.873000000000005
394245,Gujarat,Surat,19.0,0.0,65.0,100.0,38.95,0.1256562428669253,69.42,38.61,42.48,100.0,38.95,0.2,polygon,50.469,High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,43.469
394246,Gujarat,Surat,49.0,0.0,65.0,100.0,39.07,0.0059904153354632,82.21,38.61,42.48,100.0,39.07,0.01,polygon,52.358,High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,45.358
394248,Gujarat,Surat,25.0,0.0,66.0,100.0,41.59,0.126048443991534,73.07,38.61,51.2,100.0,41.59,0.2,polygon,52.7205,High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,45.7205
394250,Gujarat,Surat,26.0,0.0,67.0,100.0,35.66,0.1155671207714679,73.51,38.61,60.83,100.0,35.66,0.19,polygon,53.339,High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,46.339
394270,Gujarat,Surat,79.0,9.0,63.0,100.0,31.38,3.380361757105943,90.15,96.6,28.81,100.0,31.38,5.49,polygon,60.4135,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,53.4135
394305,Gujarat,Surat,0.0,0.0,68.0,100.0,28.45,0.0036062508347802,15.94,38.61,79.28,100.0,28.45,0.01,polygon,46.3445,Medium,ipcc_15x5_25trend_inform_coastal+7,True,7.0,39.3445
394310,Gujarat,Surat,9.0,0.0,68.0,100.0,30.76,0.0323437786329485,59.33,38.61,79.28,100.0,30.76,0.05,polygon,53.2095,High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,46.2095
394315,Gujarat,Surat,42.0,0.0,69.0,100.0,35.73,0.0391048292108362,79.9,38.61,96.48,100.0,35.73,0.06,polygon,59.623,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,52.623
394317,Gujarat,Surat,0.0,0.0,68.0,100.0,35.73,0.0468819106590004,15.94,38.61,79.28,100.0,35.73,0.08,polygon,47.454,Medium,ipcc_15x5_25trend_inform_coastal+7,True,7.0,40.454
394320,Gujarat,Surat,2.0,0.0,68.0,100.0,29.17,0.0147854309412188,42.22,38.61,79.28,100.0,29.17,0.02,polygon,50.397000000000006,High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,43.397000000000006
394325,Gujarat,Surat,0.0,0.0,69.0,100.0,29.53,0.0099363452879987,15.94,38.61,96.48,100.0,29.53,0.02,polygon,49.089,High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,42.089
394326,Gujarat,Surat,0.0,0.0,68.0,100.0,29.53,0.0187461585740626,15.94,38.61,79.28,100.0,29.53,0.03,polygon,46.5115,Medium,ipcc_15x5_25trend_inform_coastal+7,True,7.0,39.5115
394327,Gujarat,Surat,0.0,0.0,68.0,100.0,29.53,0.2378902045209903,15.94,38.61,79.28,100.0,29.53,0.39,polygon,46.6015,Medium,ipcc_15x5_25trend_inform_coastal+7,True,7.0,39.6015
394330,Gujarat,Surat,33.0,0.0,68.0,100.0,29.1,0.0921052631578947,76.6,38.61,79.28,100.0,29.1,0.15,polygon,55.576,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,48.576
394335,Gujarat,Surat,41.0,0.0,68.0,100.0,36.05,0.1238172479048391,79.56,38.61,79.28,100.0,36.05,0.2,polygon,57.075,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,50.075
394340,Gujarat,Surat,19.0,0.0,68.0,100.0,35.89,0.0058277979696703,69.42,38.61,79.28,100.0,35.89,0.01,polygon,55.4825,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,48.4825
394345,Gujarat,Surat,0.0,0.0,68.0,100.0,29.53,0.0938922155688622,15.94,38.61,79.28,100.0,29.53,0.15,polygon,46.5415,Medium,ipcc_15x5_25trend_inform_coastal+7,True,7.0,39.5415
394350,Gujarat,Surat,6.0,0.0,68.0,100.0,35.66,0.0935980551053484,54.23,38.61,79.28,100.0,35.66,0.15,polygon,53.2045,High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,46.2045
394352,Gujarat,Surat,4.0,0.0,68.0,100.0,30.76,0.1225440550941867,49.31,38.61,79.28,100.0,30.76,0.2,polygon,51.74399999999999,High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,44.74399999999999
394355,Gujarat,Surat,1.0,0.0,68.0,100.0,34.06,0.0151544401544401,35.89,38.61,79.28,100.0,34.06,0.02,polygon,50.181,High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,43.181
394360,Gujarat,Surat,10.0,0.0,68.0,99.0,33.75,0.010813934290903,60.82,38.61,79.28,99.0,33.75,0.02,polygon,53.724,High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,46.724
394365,Gujarat,Tapi,0.0,0.0,68.0,98.0,25.26,0.0143873665813619,15.94,38.61,79.28,98.0,25.26,0.02,polygon,38.56850000000001,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,38.56850000000001
394370,Gujarat,Tapi,52.0,2.0,67.0,100.0,14.75,0.0746774985493014,83.07,89.36,60.83,100.0,14.75,0.12,polygon,52.2315,High,ipcc_15x5_25trend_inform_coastal+7,False,0.0,52.2315
394375,Gujarat,Tapi,29.0,25.0,68.0,100.0,19.85,0.2562823106316026,74.87,98.97,79.28,100.0,19.85,0.42,polygon,56.0505,Very High,ipcc_15x5_25trend_inform_coastal+7,False,0.0,56.0505
394380,Gujarat,Tapi,49.0,14.0,67.0,100.0,18.08,0.3750650145326602,82.21,97.74,60.83,100.0,18.08,0.61,polygon,53.9815,High,ipcc_15x5_25trend_inform_coastal+7,False,0.0,53.9815
394405,Gujarat,Surat,43.0,0.0,68.0,100.0,34.47,0.086465035175275,80.24,38.61,79.28,100.0,34.47,0.14,polygon,56.92499999999999,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,49.92499999999999
394410,Gujarat,Surat,14.0,0.0,69.0,100.0,36.88,0.0071291472443103,65.25,38.61,96.48,100.0,36.88,0.01,polygon,57.5855,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,50.5855
394421,Gujarat,Surat,0.0,0.0,68.0,100.0,43.23,0.3049236970918514,15.94,38.61,79.28,100.0,43.23,0.49,polygon,48.6815,High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,41.6815
394430,Gujarat,Surat,0.0,0.0,68.0,100.0,43.79,0.0386066222698272,15.94,38.61,79.28,100.0,43.79,0.06,polygon,48.658,High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,41.658
394440,Gujarat,Surat,1.0,1.0,68.0,98.0,40.65,0.0440669753418757,35.89,82.43,79.28,98.0,40.65,0.07,polygon,57.455,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,50.455
394445,Gujarat,Surat,0.0,0.0,68.0,35.0,36.32,0.0035572779593371,15.94,38.61,79.28,35.0,36.32,0.01,polygon,37.775,Medium,ipcc_15x5_25trend_inform_coastal+7,True,7.0,30.775
394510,Gujarat,Surat,69.0,4.0,69.0,100.0,30.7,1.061776061776062,87.65,93.49,96.48,100.0,30.7,1.72,polygon,68.678,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,61.678
394515,Gujarat,Surat,99.0,0.0,67.0,100.0,30.7,0.0541760722347629,98.14,38.61,60.83,100.0,30.7,0.09,polygon,56.2645,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,49.2645
394516,Gujarat,Surat,92.0,7.0,67.0,100.0,30.7,1.1282539682539685,94.38,95.79,60.83,100.0,30.7,1.83,polygon,64.7125,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,57.7125
394517,Gujarat,Surat,69.0,2.0,68.0,100.0,30.29,1.6732353416249397,87.65,89.36,79.28,100.0,30.29,2.72,polygon,65.667,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,58.667
394518,Gujarat,Surat,91.0,1.0,68.0,100.0,30.63,0.0,93.99,82.43,79.28,100.0,30.63,0.0,polygon,64.9495,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,57.9495
394520,Gujarat,Surat,2.0,1.0,68.0,100.0,30.7,0.1091096242923314,42.22,82.43,79.28,100.0,30.7,0.18,polygon,57.2395,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,50.2395
394530,Gujarat,Surat,88.0,3.0,68.0,100.0,28.71,5.298944612615561,92.95,91.98,79.28,100.0,28.71,8.6,polygon,68.088,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,61.088
394540,Gujarat,Surat,68.0,2.0,68.0,100.0,28.33,3.880731752648488,87.45,89.36,79.28,100.0,28.33,6.3,polygon,66.238,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,59.238
394541,Gujarat,Surat,100.0,1.0,69.0,100.0,30.7,3.0318100358422937,99.29,82.43,96.48,100.0,30.7,4.92,polygon,69.565,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,62.565
394550,Gujarat,Surat,87.0,3.0,68.0,100.0,33.53,6.6353316778999645,92.64,91.98,79.28,100.0,33.53,10.77,polygon,69.307,Very High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,62.307
394601,Gujarat,Surat,7.0,0.0,68.0,100.0,29.65,0.0229696472518457,56.21,38.61,79.28,100.0,29.65,0.04,polygon,52.57249999999999,High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,45.57249999999999
394620,Gujarat,Surat,0.0,0.0,68.0,100.0,39.06,0.025338369531004,15.94,38.61,79.28,100.0,39.06,0.04,polygon,47.9435,High,ipcc_15x5_25trend_inform_coastal+7,True,7.0,40.9435
394630,Gujarat,Tapi,31.0,0.0,66.0,100.0,39.07,0.2063305978898007,75.79,38.61,51.2,100.0,39.07,0.33,polygon,45.78300000000001,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,45.78300000000001
394633,Gujarat,Tapi,3.0,0.0,67.0,100.0,29.47,0.1268975406003553,46.18,38.61,60.83,100.0,29.47,0.21,polygon,41.316,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,41.316
394635,Gujarat,Tapi,3.0,0.0,65.0,97.0,31.64,0.0613004115226337,46.18,38.61,42.48,97.0,31.64,0.1,polygon,38.4115,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,38.4115
394640,Gujarat,Tapi,19.0,0.0,68.0,100.0,39.07,0.1909067644800819,69.42,38.61,79.28,100.0,39.07,0.31,polygon,49.0345,High,ipcc_15x5_25trend_inform_coastal+7,False,0.0,49.0345
394641,Gujarat,Tapi,21.0,0.0,68.0,100.0,39.07,0.3581296493092454,70.88,38.61,79.28,100.0,39.07,0.58,polygon,49.321000000000005,High,ipcc_15x5_25trend_inform_coastal+7,False,0.0,49.321000000000005
394650,Gujarat,Tapi,0.0,0.0,68.0,100.0,31.01,0.0417541948701989,15.94,38.61,79.28,100.0,31.01,0.07,polygon,39.7435,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,39.7435
394651,Gujarat,Surat,0.0,0.0,68.0,100.0,33.75,0.0339599757428744,15.94,38.61,79.28,100.0,33.75,0.06,polygon,47.152,Medium,ipcc_15x5_25trend_inform_coastal+7,True,7.0,40.152
394652,Gujarat,Tapi,3.0,0.0,68.0,100.0,29.43,0.1352035203520352,46.18,38.61,79.28,100.0,29.43,0.22,polygon,44.08,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,44.08
394655,Gujarat,Tapi,4.0,0.0,67.0,100.0,29.47,0.1672493985565356,49.31,38.61,60.83,100.0,29.47,0.27,polygon,41.8005,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,41.8005
394660,Gujarat,Tapi,31.0,15.0,68.0,89.0,37.49,0.092174194461862,75.79,97.91,79.28,89.0,37.49,0.15,polygon,56.958000000000006,Very High,ipcc_15x5_25trend_inform_coastal+7,False,0.0,56.958000000000006
394670,Gujarat,Tapi,32.0,7.0,68.0,99.0,37.49,0.0675420336269015,76.2,95.79,79.28,99.0,37.49,0.11,polygon,58.191500000000005,Very High,ipcc_15x5_25trend_inform_coastal+7,False,0.0,58.191500000000005
394680,Gujarat,Tapi,28.0,24.0,68.0,88.0,27.94,0.1167226458113707,74.41,98.89,79.28,88.0,27.94,0.19,polygon,55.325500000000005,Very High,ipcc_15x5_25trend_inform_coastal+7,False,0.0,55.325500000000005
394690,Gujarat,Tapi,0.0,0.0,68.0,100.0,36.52,0.0117525506909466,15.94,38.61,79.28,100.0,36.52,0.02,polygon,40.557500000000005,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,40.557500000000005
394710,Gujarat,Dang,0.0,0.0,65.0,100.0,24.58,0.0510677124134816,15.94,38.61,42.48,100.0,24.58,0.08,polygon,33.261500000000005,Low,ipcc_15x5_25trend_inform_coastal+7,False,0.0,33.261500000000005
394715,Gujarat,Dang,4.0,0.0,66.0,100.0,28.55,0.0653391412570006,49.31,38.61,51.2,100.0,28.55,0.11,polygon,40.178,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,40.178
394716,Gujarat,Dang,0.0,0.0,66.0,99.0,22.39,0.0545298000573997,15.94,38.61,51.2,99.0,22.39,0.09,polygon,34.0935,Low,ipcc_15x5_25trend_inform_coastal+7,False,0.0,34.0935
394720,Gujarat,Dang,0.0,0.0,65.0,100.0,20.74,0.051743788465922,15.94,38.61,42.48,100.0,20.74,0.08,polygon,32.685500000000005,Low,ipcc_15x5_25trend_inform_coastal+7,False,0.0,32.685500000000005
394730,Gujarat,Dang,0.0,0.0,66.0,100.0,20.74,0.0707786802904623,15.94,38.61,51.2,100.0,20.74,0.11,polygon,34.001000000000005,Low,ipcc_15x5_25trend_inform_coastal+7,False,0.0,34.001000000000005
